brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,False,37500
Ford,Shelby GT500 Base,2021,568,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,True,90788
Lexus,RX 300 4WD,1999,249083,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,True,3500
Porsche,Macan S,2015,80300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,True,23999
Ford,F-150 XLT SuperCab,2004,187000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,True,6299
Subaru,Outback 2.5 i Special Edition,2009,181870,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,6500
GMC,Sierra 2500 AT4,2022,22600,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Ebony Twilight Metallic,Jet Black,None reported,False,76740
BMW,X5 xDrive40i,2020,37000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,50000
Porsche,Taycan Base,2022,9728,Gasoline,375.0HP Electric Motor Electric Fuel System,Automatic,White,Beige,None reported,True,89000
Lexus,GX 470 Base,2006,152000,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,True,13995
Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,True,30500
Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,True,17599
GMC,Acadia Denali,2021,47907,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Ebony Twilight Metallic,Jet Black,None reported,True,38436
Mercedes-Benz,Metris Base,2016,17340,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,29000
Cadillac,DeVille Base,1994,85000,not supported,Electric,Automatic,White,Blue,None reported,True,7900
Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Beige,None reported,True,8999
Chevrolet,Monte Carlo SS,2000,74000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,–,None reported,True,4700
RAM,1500 Big Horn,2015,140500,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,True,14000
Jeep,Commander Base,2006,212500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,6500
Lexus,IS-F Base,2010,77400,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,At least 1 accident or damage reported,True,34500
Ford,Utility Police Interceptor Base,2017,118000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,15000
Porsche,Carrera GT Base,2005,4400,Gasoline,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,1599000
Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,24500
Tesla,Model Y Performance,2020,39000,Gasoline,455.0HP Electric Motor Electric Fuel System,Automatic,Silver,Black,None reported,True,43000
Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Red,Gray,None reported,True,7200
Ford,F-150 Lariat,2021,33080,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,47850
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Classic Red,None reported,False,46479
Jeep,Wrangler Sport,2016,41000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,25000
Nissan,350Z Touring,2004,110897,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Orange,At least 1 accident or damage reported,True,11500
Chevrolet,Corvette Z06,2016,49000,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Orange,–,None reported,True,75000
Pontiac,Solstice GXP,2007,47000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,13300
Hyundai,Sonata SE,2018,57690,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,True,15900
Mercedes-Benz,SLS AMG Base,2012,17941,Gasoline,6.2L V8 32V MPFI DOHC,Automatic,Iridium Silver Metallic,Red,None reported,True,226000
Lincoln,Navigator Reserve,2018,54000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Orange,At least 1 accident or damage reported,True,46500
Nissan,Maxima SL,2007,101600,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,6700
Ford,Ranger XLT,2021,89000,Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,34000
Tesla,Model 3 Long Range,2021,18000,Gasoline,Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,True,42500
Jaguar,XE 35t Premium,2017,55000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,25000
Lincoln,MKZ Reserve,2017,71964,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,True,18750
Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,50000
Ford,Fusion SE,2012,160000,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,True,4500
Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,12000
Jeep,Wrangler Unlimited Sport,2014,132600,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,At least 1 accident or damage reported,True,17000
Cadillac,DeVille Base,1994,47000,not supported,Electric,Automatic,White,Blue,None reported,True,5990
Jeep,Wrangler Sport,2010,149460,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,10700
Jeep,Wrangler Sport,2011,109646,Gasoline,3.8L V6 12V MPFI OHV,Automatic,Mango Tango Pearlcoat,Black,None reported,False,16998
Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,3.5 Liter,Automatic,White,Parchment,None reported,False,27698
Volkswagen,Jetta 1.4T S,2019,59000,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,17000
Chevrolet,Camaro Z28,2002,48000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,21999
Chevrolet,Corvette Z06,2016,41500,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,True,66000
Porsche,Cayman R,2012,54000,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,75000
Porsche,Cayenne Base,2018,70455,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,45855
Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT,Gray,Black,None reported,True,21499
BMW,750 Li,2007,114528,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,9000
Jeep,Wrangler Sahara,2013,111850,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,True,26500
GMC,Sierra 2500 AT4,2020,52673,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Beige,None reported,True,69500
BMW,X3 M AWD,2021,31500,Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,54500
BMW,335 i,2011,73000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Other,Red,Beige,None reported,True,16000
Jeep,Wrangler Unlimited Sahara,2019,59692,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,35900
Toyota,Corolla S Plus,2016,68364,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Other,White,Black,None reported,True,16000
Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,True,29000
Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,True,62000
Ford,Fusion Hybrid Base,2012,158366,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,True,8250
BMW,X1 xDrive 28i,2017,49700,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,True,26000
GMC,Terrain SLE,2010,81500,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,Gray,None reported,True,12250
BMW,i3 120Ah w/Range Extender,2019,16975,Gasoline,170.0HP 0.65L Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,True,26990
Porsche,911 GT3,2018,5989,Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v",Manual,GT SILVER,BLACK,None reported,False,209000
Ford,Mustang SVT Cobra,2003,16100,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Manual,Red,Beige,None reported,True,35500
Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,True,67500
RAM,2500 Big Horn,2016,89500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,35000
Ford,E250 Cargo,2013,87501,E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,True,17777
MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,True,28900
RAM,1500 Classic Tradesman,2019,12466,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,True,28995
Volvo,C70 T5,2011,199000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Other,Red,Beige,At least 1 accident or damage reported,True,5500
Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,At least 1 accident or damage reported,True,22999
Toyota,Camry Hybrid XLE,2018,22000,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Beige,None reported,True,29500
GMC,Acadia SLE-2,2016,100795,Gasoline,3.6L V6 24V GDI DOHC,Automatic,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,True,12995
Chevrolet,Impala 1LT,2019,99941,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Silver Ice Metallic,Jet Black,None reported,True,17816
Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Metallic,Global Black,None reported,False,38633
Jeep,Liberty Sport,2003,103000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,5200
Jaguar,XF Luxury,2009,91491,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,True,7000
Honda,Civic Sport,2020,23131,Gasoline,2.0L I4 16V MPFI DOHC,Automatic,Crystal Black Pearl,Black,At least 1 accident or damage reported,False,23739
Subaru,Outback 2.5i Premium,2019,77000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT,Gray,Gray,At least 1 accident or damage reported,True,18749
Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,True,76000
Tesla,Model Y Long Range,2022,500,Gasoline,425.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,True,45900
Lexus,ES 350 Base,2019,49810,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,33900
Honda,CR-V Touring,2022,20229,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic,Black,Black,None reported,False,36727
Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,75000
BMW,330 i,2005,59300,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,True,30900
Maybach,Type 57 Base,2004,34254,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Automatic,Brown,–,None reported,True,64250
Lexus,ES 250 Base,2021,24364,Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,None reported,False,37998
Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,22000
Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,True,13999
Dodge,Dakota Sport,1997,285000,Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,True,6399
RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,False,25307
Mazda,CX-9 Touring,2016,127131,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,–,At least 1 accident or damage reported,True,16770
Porsche,911 Turbo S,2019,31000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Other,White,Black,None reported,True,179900
BMW,X3 xDrive30i,2021,27000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,True,38400
Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,None reported,True,18900
BMW,X7 xDrive40i,2021,9200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,Brown,At least 1 accident or damage reported,True,71200
Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,At least 1 accident or damage reported,True,32999
Bentley,Continental GT W12,2016,61160,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,98000
Jeep,Wrangler Unlimited,2005,146000,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,True,15900
Tesla,Model S 100D,2017,38957,Gasoline,Electric Motor Electric Fuel System,Automatic,Silver,Beige,None reported,True,46750
Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,True,16500
Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Granite Crystal Clearcoat Metallic,Black,At least 1 accident or damage reported,False,39860
Kia,Sorento SXL,2017,108559,Gasoline,3.3L V6 24V GDI DOHC,Automatic,Titanium Silver,Satin Black,None reported,False,15998
Lexus,LS 430 Base,2006,192000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,True,7390
Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,15500
Tesla,Model X 75D,2016,52000,Gasoline,518.0HP Electric Motor Electric Fuel System,Automatic,Black,Beige,None reported,True,52000
RAM,1500 Rebel,2020,57300,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,43500
MINI,Cooper Base,2008,104500,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,True,4100
Jeep,Cherokee Sport,1996,170552,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,True,6500
Ford,Mustang GT Premium,2013,18000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,29000
Lincoln,Navigator Reserve,2019,39000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,51999
Jeep,Gladiator Rubicon,2020,38000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,45000
Porsche,Cayman GT4,2016,15168,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,True,115000
Honda,Civic EX,2012,167506,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,–,None reported,True,6500
Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,True,13000
Ford,Shelby GT500 Base,2021,19200,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,82950
Land,Rover Defender SE,2022,46000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Green,Beige,None reported,True,75000
Hummer,H3 Base,2007,201000,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,7200
Kia,Sportage LX,2014,87000,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,8900
GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,24950
Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,36500
Ford,Bronco XLT,1995,195000,not supported,Electric,Automatic,Blue,Gray,None reported,True,15000
Tesla,Model S Long Range Plus,2021,10550,Gasoline,557.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,True,67800
Audi,A6 3.0T Prestige,2014,89500,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,Gray,Black,None reported,True,18000
Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Red,Black,None reported,True,37500
Jeep,Wrangler Sport,2010,87250,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,True,18500
Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,13000
Cadillac,SRX Luxury Collection,2016,70503,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,None reported,True,15500
Porsche,Cayenne Turbo,2009,41965,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Other,Black,Beige,At least 1 accident or damage reported,True,35000
Toyota,4Runner 4WD,1999,267000,Gasoline,150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Beige,At least 1 accident or damage reported,True,8000
Mitsubishi,Eclipse GT,2003,146000,Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,True,4200
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,True,82500
Toyota,GR86 Premium,2022,1050,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,40000
Land,Rover Range Rover P525 Westminster,2021,22270,Gasoline,5.0L V8 32V GDI DOHC Supercharged,Automatic,Gray,Ebony,None reported,False,89900
Ford,Mustang GT Premium,2012,19900,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,26500
Tesla,Model Y Long Range,2020,19800,Gasoline,425.0HP Electric Motor Electric Fuel System,Automatic,White,White,None reported,True,44990
RAM,1500 Sport,2012,113500,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,17900
Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,150000
INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,Red,Black,None reported,True,54000
Volkswagen,e-Golf SE,2016,41615,Gasoline,115.0HP Electric Motor Electric Fuel System,Automatic,Blue,Gray,None reported,True,12000
Tesla,Model X Long Range,2022,11860,Gasoline,670.0HP Electric Motor Electric Fuel System,Automatic,White,White,None reported,True,92500
BMW,M5 Base,2015,27000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,52500
Kia,K5 GT-Line,2022,22101,Gasoline,1.6L I4 16V GDI DOHC Turbo,Automatic,Glacial White Pearl,Black,At least 1 accident or damage reported,True,29430
Chevrolet,Caprice Classic Base,1996,60000,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Purple,Gray,None reported,False,18500
Subaru,BRZ Limited,2013,46452,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,22888
Lincoln,MKZ Reserve I,2019,36000,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,26500
Chevrolet,Corvette Grand Sport,2019,13100,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Red,None reported,True,61950
Audi,Q5 2.0T Premium Plus,2019,50000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,True,27000
Mazda,CX-9 Signature,2018,19500,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Other,White,Brown,None reported,True,32250
Ford,Mustang GT,2016,36000,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Orange,Black,At least 1 accident or damage reported,True,31000
Rolls-Royce,Wraith Base,2016,21000,Gasoline,624.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Automatic,Brown,Black,None reported,False,217000
Chevrolet,Camaro 1SS,2022,6640,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,True,51999
BMW,X5 xDrive35i,2016,74850,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,At least 1 accident or damage reported,True,21900
Nissan,Maxima SV,2014,117000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Other,White,Black,At least 1 accident or damage reported,True,10900
Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,False,39900
INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gold,Brown,None reported,True,57999
Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,True,37999
BMW,X3 xDrive30i,2021,15000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,White,Brown,None reported,True,39995
Toyota,Tundra SR5,2016,119000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,True,29950
Lincoln,Mark LT Base,2006,87500,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,True,12999
Ford,Flex SEL,2011,149000,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,True,7999
Audi,Q5 2.0T Premium Plus,2015,54700,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Brown,At least 1 accident or damage reported,True,20995
Ford,F-150 XL,2021,45979,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,None reported,True,38532
Lincoln,Continental Reserve,2017,56846,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Other,White,Beige,None reported,True,29000
Tesla,Model X 75D,2017,94100,Gasoline,518.0HP Electric Motor Electric Fuel System,Automatic,Black,Orange,At least 1 accident or damage reported,True,49900
Jeep,Grand Cherokee Limited,2017,80150,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,True,22500
GMC,Terrain SLT-1,2013,11563,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,True,12300
Tesla,Model X Long Range,2022,7500,Gasoline,670.0HP Electric Motor Electric Fuel System,Automatic,Silver,Black,None reported,True,84000
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,15615,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,True,78000
Subaru,Impreza WRX Base,2013,113000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,At least 1 accident or damage reported,True,16000
